uf;mes;ano;vitimas
ES;06;2024;1
ES;06;2024;1
GO;06;2024;1
GO;06;2024;1
MA;06;2024;1
MA;06;2024;1
MA;06;2024;2
MG;06;2024;1
MG;06;2024;1
MG;06;2024;1
MG;06;2024;1
MG;06;2024;1
MG;06;2024;1
MG;06;2024;1
MG;06;2024;1
MG;06;2024;1
MG;06;2024;1
MG;06;2024;1
MG;06;2024;1
MG;06;2024;1
MG;06;2024;1
MS;06;2024;1
MT;06;2024;1
MT;06;2024;1
MT;06;2024;2
PA;06;2024;1
PB;06;2024;2
PB;06;2024;1
PE;06;2024;1
PE;06;2024;1
PE;06;2024;1
PE;06;2024;1
PE;06;2024;1
PE;06;2024;1
PI;06;2024;1
PI;06;2024;2
PR;06;2024;1
PR;06;2024;2
PR;06;2024;1
PR;06;2024;1
PR;06;2024;1
PR;06;2024;1
RJ;06;2024;1
RJ;06;2024;1
RJ;06;2024;6
RJ;06;2024;1
RJ;06;2024;1
RN;06;2024;1
RS;06;2024;1
RS;06;2024;1
SC;06;2024;1
SC;06;2024;3
SP;06;2024;1
SP;06;2024;1
SP;06;2024;1
SP;06;2024;1
SP;06;2024;1
SP;06;2024;1
SP;06;2024;1
SP;06;2024;1
SP;06;2024;1
SP;06;2024;1
SP;06;2024;1
SP;06;2024;1
SP;06;2024;1
AL;07;2024;1
AL;07;2024;1
AM;07;2024;1
AM;07;2024;2
BA;07;2024;1
BA;07;2024;1
BA;07;2024;1
BA;07;2024;2
BA;07;2024;1
BA;07;2024;1
BA;07;2024;1
CE;07;2024;1
CE;07;2024;1
CE;07;2024;1
CE;07;2024;1
CE;07;2024;1
DF;07;2024;1
ES;07;2024;1
ES;07;2024;1
ES;07;2024;1
ES;07;2024;1
ES;07;2024;2
GO;07;2024;1
GO;07;2024;1
GO;07;2024;1
GO;07;2024;1
GO;07;2024;1
MA;07;2024;2
MA;07;2024;1
MA;07;2024;1
MA;07;2024;1
MG;07;2024;1
MG;07;2024;1
MG;07;2024;1
MG;07;2024;1
MG;07;2024;1
MG;07;2024;1
MG;07;2024;1
MG;07;2024;1
MG;07;2024;1
MG;07;2024;1
MT;07;2024;1
MT;07;2024;1
MT;07;2024;1
MT;07;2024;1
PA;07;2024;1
PA;07;2024;1
PA;07;2024;1
PA;07;2024;1
PA;07;2024;1
PA;07;2024;2
PB;07;2024;1
PB;07;2024;1
PE;07;2024;1
PE;07;2024;1
PE;07;2024;2
PE;07;2024;1
PE;07;2024;2
PI;07;2024;1
PI;07;2024;1
PR;07;2024;1
PR;07;2024;1
PR;07;2024;1
PR;07;2024;1
PR;07;2024;1
RJ;07;2024;1
RJ;07;2024;1
RJ;07;2024;1
RJ;07;2024;1
RJ;07;2024;2
RJ;07;2024;1
RJ;07;2024;1
RN;07;2024;1
RN;07;2024;1
RN;07;2024;1
RS;07;2024;1
RS;07;2024;1
RS;07;2024;1
RS;07;2024;1
SP;07;2024;1
SP;07;2024;1
SP;07;2024;1
SP;07;2024;1
SP;07;2024;1
SP;07;2024;1
SP;07;2024;1
SP;07;2024;1
SP;07;2024;3
SP;07;2024;1
TO;07;2024;1
AL;08;2024;1
AM;08;2024;1
AP;08;2024;1
BA;08;2024;1
BA;08;2024;1
BA;08;2024;1
BA;08;2024;1
BA;08;2024;1
BA;08;2024;1
BA;08;2024;1
BA;08;2024;1
CE;08;2024;1
DF;08;2024;1
DF;08;2024;2
DF;08;2024;1
DF;08;2024;1
ES;08;2024;1
GO;08;2024;1
GO;08;2024;1
GO;08;2024;1
GO;08;2024;1
MA;08;2024;2
MA;08;2024;1
MA;08;2024;1
MA;08;2024;1
MA;08;2024;1
MA;08;2024;1
MA;08;2024;1
MG;08;2024;1
MG;08;2024;1
MG;08;2024;1
MG;08;2024;2
MG;08;2024;1
MG;08;2024;1
MG;08;2024;1
MG;08;2024;1
MG;08;2024;1
MG;08;2024;1
MG;08;2024;1
MG;08;2024;1
MG;08;2024;1
MS;08;2024;1
MT;08;2024;2
MT;08;2024;1
PA;08;2024;1
PA;08;2024;1
PE;08;2024;1
PI;08;2024;1
PI;08;2024;1
PI;08;2024;1
PI;08;2024;1
PR;08;2024;1
PR;08;2024;1
PR;08;2024;1
PR;08;2024;1
PR;08;2024;1
PR;08;2024;1
PR;08;2024;1
RJ;08;2024;1
RJ;08;2024;3
RN;08;2024;1
RO;08;2024;1
RR;08;2024;1
RS;08;2024;1
RS;08;2024;2
SC;08;2024;1
SC;08;2024;1
SC;08;2024;1
SP;08;2024;1
SP;08;2024;1
SP;08;2024;1
SP;08;2024;1
SP;08;2024;1
SP;08;2024;1
SP;08;2024;1
SP;08;2024;1
SP;08;2024;1
SP;08;2024;1
SP;08;2024;1
SP;08;2024;4
SP;08;2024;1
TO;08;2024;1
AC;09;2024;1
AP;09;2024;1
BA;09;2024;1
BA;09;2024;1
BA;09;2024;1
BA;09;2024;1
BA;09;2024;1
BA;09;2024;1
BA;09;2024;1
CE;09;2024;1
CE;09;2024;1
CE;09;2024;1
DF;09;2024;1
ES;09;2024;1
ES;09;2024;1
GO;09;2024;1
GO;09;2024;1
GO;09;2024;2
GO;09;2024;1
GO;09;2024;1
GO;09;2024;1
GO;09;2024;1
MA;09;2024;1
MA;09;2024;1
MA;09;2024;1
MA;09;2024;1
MA;09;2024;1
MA;09;2024;1
MA;09;2024;1
MA;09;2024;1
MA;09;2024;1
MA;09;2024;1
MA;09;2024;1
MG;09;2024;2
MG;09;2024;1
MG;09;2024;1
MG;09;2024;1
MG;09;2024;1
MG;09;2024;1
MS;09;2024;1
MS;09;2024;1
MS;09;2024;1
MT;09;2024;1
MT;09;2024;1
MT;09;2024;1
MT;09;2024;1
MT;09;2024;1
MT;09;2024;1
MT;09;2024;1
MT;09;2024;1
PA;09;2024;1
PA;09;2024;1
PA;09;2024;1
PA;09;2024;1
PA;09;2024;1
PA;09;2024;1
PB;09;2024;1
PB;09;2024;1
PB;09;2024;1
PB;09;2024;1
PE;09;2024;1
PE;09;2024;1
PE;09;2024;1
PI;09;2024;1
PI;09;2024;1
PI;09;2024;2
PI;09;2024;1
PI;09;2024;2
PR;09;2024;1
PR;09;2024;1
PR;09;2024;1
PR;09;2024;1
PR;09;2024;1
PR;09;2024;1
PR;09;2024;1
PR;09;2024;1
RN;09;2024;1
RN;09;2024;1
RS;09;2024;1
RS;09;2024;1
RS;09;2024;1
RS;09;2024;1
RS;09;2024;1
RS;09;2024;1
RS;09;2024;1
SC;09;2024;1
SC;09;2024;1
SC;09;2024;1
SC;09;2024;1
SC;09;2024;1
SE;09;2024;1
SE;09;2024;1
