uf;data;vitimas
AL;01/01/2021;1
AM;01/01/2021;1
BA;01/01/2021;1
BA;01/01/2021;1
BA;01/01/2021;1
BA;01/01/2021;1
BA;01/01/2021;2
BA;01/01/2021;1
BA;01/01/2021;1
BA;01/01/2021;1
BA;01/01/2021;1
BA;01/01/2021;1
BA;01/01/2021;1
BA;01/01/2021;1
BA;01/01/2021;1
BA;01/01/2021;1
CE;01/01/2021;1
CE;01/01/2021;1
DF;01/01/2021;1
DF;01/01/2021;1
DF;01/01/2021;1
ES;01/01/2021;1
ES;01/01/2021;1
GO;01/01/2021;1
GO;01/01/2021;1
GO;01/01/2021;1
GO;01/01/2021;2
GO;01/01/2021;1
MA;01/01/2021;1
MA;01/01/2021;1
MA;01/01/2021;1
MA;01/01/2021;1
MA;01/01/2021;1
MA;01/01/2021;1
MA;01/01/2021;1
MA;01/01/2021;1
MA;01/01/2021;2
MG;01/01/2021;2
MG;01/01/2021;1
MG;01/01/2021;1
MG;01/01/2021;1
MG;01/01/2021;1
MG;01/01/2021;1
MG;01/01/2021;1
MG;01/01/2021;1
MG;01/01/2021;1
MG;01/01/2021;1
MG;01/01/2021;1
MG;01/01/2021;1
MS;01/01/2021;1
MS;01/01/2021;1
MT;01/01/2021;1
MT;01/01/2021;1
MT;01/01/2021;1
PA;01/01/2021;1
PA;01/01/2021;1
PA;01/01/2021;3
PA;01/01/2021;1
PA;01/01/2021;1
PA;01/01/2021;1
PA;01/01/2021;1
PA;01/01/2021;1
PA;01/01/2021;1
PA;01/01/2021;1
PA;01/01/2021;1
PA;01/01/2021;1
PB;01/01/2021;1
PB;01/01/2021;1
PE;01/01/2021;1
PE;01/01/2021;1
PE;01/01/2021;1
PE;01/01/2021;1
PE;01/01/2021;1
PE;01/01/2021;1
PE;01/01/2021;1
PE;01/01/2021;1
PE;01/01/2021;2
PI;01/01/2021;1
PR;01/01/2021;1
PR;01/01/2021;1
PR;01/01/2021;1
PR;01/01/2021;1
PR;01/01/2021;1
PR;01/01/2021;1
PR;01/01/2021;1
PR;01/01/2021;1
RJ;01/01/2021;1
RJ;01/01/2021;1
RJ;01/01/2021;1
RJ;01/01/2021;3
RJ;01/01/2021;1
RJ;01/01/2021;1
RJ;01/01/2021;1
RN;01/01/2021;1
RN;01/01/2021;1
RO;01/01/2021;1
RO;01/01/2021;1
RR;01/01/2021;1
RS;01/01/2021;1
RS;01/01/2021;1
RS;01/01/2021;1
RS;01/01/2021;1
RS;01/01/2021;1
RS;01/01/2021;3
RS;01/01/2021;1
RS;01/01/2021;1
RS;01/01/2021;1
SC;01/01/2021;1
SC;01/01/2021;1
SP;01/01/2021;1
SP;01/01/2021;1
SP;01/01/2021;1
SP;01/01/2021;1
SP;01/01/2021;1
SP;01/01/2021;1
SP;01/01/2021;3
SP;01/01/2021;1
SP;01/01/2021;1
TO;01/01/2021;1
TO;01/01/2021;1
TO;01/01/2021;1
AC;01/02/2021;1
AL;01/02/2021;1
AM;01/02/2021;1
AM;01/02/2021;1
AM;01/02/2021;1
AM;01/02/2021;1
BA;01/02/2021;1
BA;01/02/2021;1
BA;01/02/2021;1
BA;01/02/2021;2
CE;01/02/2021;1
CE;01/02/2021;1
DF;01/02/2021;1
ES;01/02/2021;2
ES;01/02/2021;1
GO;01/02/2021;1
MA;01/02/2021;1
MA;01/02/2021;1
MA;01/02/2021;1
MG;01/02/2021;2
MG;01/02/2021;1
MG;01/02/2021;1
MG;01/02/2021;1
MG;01/02/2021;1
MG;01/02/2021;1
MG;01/02/2021;1
MG;01/02/2021;1
MG;01/02/2021;1
MS;01/02/2021;1
MS;01/02/2021;1
MS;01/02/2021;2
MT;01/02/2021;1
MT;01/02/2021;1
PA;01/02/2021;1
PA;01/02/2021;1
PA;01/02/2021;1
PB;01/02/2021;1
PE;01/02/2021;1
PE;01/02/2021;1
PE;01/02/2021;1
PE;01/02/2021;1
PE;01/02/2021;1
PE;01/02/2021;1
PE;01/02/2021;1
PE;01/02/2021;3
PE;01/02/2021;1
PI;01/02/2021;1
PI;01/02/2021;1
PI;01/02/2021;1
PR;01/02/2021;1
PR;01/02/2021;1
PR;01/02/2021;1
PR;01/02/2021;1
PR;01/02/2021;1
PR;01/02/2021;1
RJ;01/02/2021;1
RJ;01/02/2021;1
RJ;01/02/2021;1
RJ;01/02/2021;1
RJ;01/02/2021;1
RS;01/02/2021;1
RS;01/02/2021;1
RS;01/02/2021;1
RS;01/02/2021;1
RS;01/02/2021;1
RS;01/02/2021;1
SC;01/02/2021;1
SC;01/02/2021;1
SE;01/02/2021;1
SE;01/02/2021;1
SE;01/02/2021;1
SP;01/02/2021;1
SP;01/02/2021;1
SP;01/02/2021;1
SP;01/02/2021;3
SP;01/02/2021;3
SP;01/02/2021;1
SP;01/02/2021;1
TO;01/02/2021;1
AC;01/03/2021;1
AC;01/03/2021;1
AL;01/03/2021;3
AL;01/03/2021;1
AL;01/03/2021;1
BA;01/03/2021;1
BA;01/03/2021;1
BA;01/03/2021;1
BA;01/03/2021;1
CE;01/03/2021;1
DF;01/03/2021;1
ES;01/03/2021;1
ES;01/03/2021;2
GO;01/03/2021;1
GO;01/03/2021;2
GO;01/03/2021;1
GO;01/03/2021;1
GO;01/03/2021;1
GO;01/03/2021;1
GO;01/03/2021;1
GO;01/03/2021;1
GO;01/03/2021;1
MA;01/03/2021;1
MA;01/03/2021;1
MA;01/03/2021;1
MG;01/03/2021;1
MG;01/03/2021;1
MG;01/03/2021;1
MG;01/03/2021;1
MG;01/03/2021;2
MG;01/03/2021;1
MG;01/03/2021;1
MG;01/03/2021;1
MG;01/03/2021;1
MG;01/03/2021;1
MG;01/03/2021;1
MG;01/03/2021;1
MS;01/03/2021;1
MT;01/03/2021;1
MT;01/03/2021;1
MT;01/03/2021;1
MT;01/03/2021;1
MT;01/03/2021;1
MT;01/03/2021;1
PA;01/03/2021;1
PA;01/03/2021;1
PA;01/03/2021;1
PA;01/03/2021;1
PA;01/03/2021;1
PB;01/03/2021;1
PB;01/03/2021;1
PB;01/03/2021;1
PE;01/03/2021;1
PE;01/03/2021;2
PE;01/03/2021;1
PE;01/03/2021;1
PE;01/03/2021;2
PR;01/03/2021;1
PR;01/03/2021;1
PR;01/03/2021;1
PR;01/03/2021;1
PR;01/03/2021;1
PR;01/03/2021;1
PR;01/03/2021;1
RJ;01/03/2021;1
RJ;01/03/2021;1
RJ;01/03/2021;1
RJ;01/03/2021;1
RJ;01/03/2021;2
RJ;01/03/2021;2
RJ;01/03/2021;1
RJ;01/03/2021;1
RN;01/03/2021;1
RS;01/03/2021;1
RS;01/03/2021;1
RS;01/03/2021;1
SC;01/03/2021;1
SC;01/03/2021;1
SC;01/03/2021;1
SC;01/03/2021;1
SC;01/03/2021;1
SE;01/03/2021;1
SP;01/03/2021;1
SP;01/03/2021;1
SP;01/03/2021;1
SP;01/03/2021;1
SP;01/03/2021;1
SP;01/03/2021;1
SP;01/03/2021;1
SP;01/03/2021;1
SP;01/03/2021;1
SP;01/03/2021;1
SP;01/03/2021;1
SP;01/03/2021;1
SP;01/03/2021;1
SP;01/03/2021;1
SP;01/03/2021;1
SP;01/03/2021;1
SP;01/03/2021;4
SP;01/03/2021;1
TO;01/03/2021;1
TO;01/03/2021;1
BA;01/04/2021;1
BA;01/04/2021;1
BA;01/04/2021;1
BA;01/04/2021;3
BA;01/04/2021;1
BA;01/04/2021;1
CE;01/04/2021;1
DF;01/04/2021;1
DF;01/04/2021;2
DF;01/04/2021;1
ES;01/04/2021;1
ES;01/04/2021;1
ES;01/04/2021;2
ES;01/04/2021;1
GO;01/04/2021;1
GO;01/04/2021;1
GO;01/04/2021;1
MA;01/04/2021;1
MA;01/04/2021;1
MA;01/04/2021;1
MA;01/04/2021;1
MG;01/04/2021;1
MG;01/04/2021;2
MG;01/04/2021;1
MG;01/04/2021;1
MG;01/04/2021;1
MG;01/04/2021;1
MG;01/04/2021;1
MG;01/04/2021;1
MG;01/04/2021;1
MG;01/04/2021;1
MG;01/04/2021;1
MG;01/04/2021;1
MG;01/04/2021;1
MG;01/04/2021;1
MG;01/04/2021;1
MG;01/04/2021;1
MG;01/04/2021;1
MG;01/04/2021;1
MG;01/04/2021;1
MS;01/04/2021;1
MS;01/04/2021;1
MS;01/04/2021;1
MS;01/04/2021;1
MT;01/04/2021;1
MT;01/04/2021;1
MT;01/04/2021;2
MT;01/04/2021;1
MT;01/04/2021;1
PA;01/04/2021;1
PA;01/04/2021;1
PA;01/04/2021;1
PA;01/04/2021;1
PB;01/04/2021;1
PB;01/04/2021;1
PB;01/04/2021;1
PE;01/04/2021;1
PE;01/04/2021;1
PE;01/04/2021;1
PE;01/04/2021;2
PE;01/04/2021;1
PE;01/04/2021;2
PE;01/04/2021;1
PE;01/04/2021;1
PE;01/04/2021;1
PI;01/04/2021;1
PI;01/04/2021;2
PR;01/04/2021;1
PR;01/04/2021;1
PR;01/04/2021;1
PR;01/04/2021;1
RJ;01/04/2021;1
RJ;01/04/2021;1
RJ;01/04/2021;2
RJ;01/04/2021;1
RJ;01/04/2021;1
RN;01/04/2021;1
RO;01/04/2021;1
RR;01/04/2021;1
RS;01/04/2021;1
RS;01/04/2021;1
RS;01/04/2021;1
RS;01/04/2021;1
RS;01/04/2021;1
RS;01/04/2021;1
RS;01/04/2021;1
RS;01/04/2021;1
RS;01/04/2021;1
RS;01/04/2021;1
RS;01/04/2021;1
RS;01/04/2021;1
RS;01/04/2021;1
RS;01/04/2021;1
SC;01/04/2021;1
SC;01/04/2021;1
SC;01/04/2021;1
SP;01/04/2021;1
SP;01/04/2021;1
SP;01/04/2021;1
SP;01/04/2021;1
SP;01/04/2021;1
SP;01/04/2021;1
SP;01/04/2021;1
SP;01/04/2021;3
TO;01/04/2021;1
TO;01/04/2021;1
AL;01/05/2021;1
AL;01/05/2021;2
AL;01/05/2021;1
AM;01/05/2021;1
BA;01/05/2021;1
BA;01/05/2021;1
BA;01/05/2021;1
BA;01/05/2021;1
BA;01/05/2021;1
CE;01/05/2021;1
CE;01/05/2021;1
CE;01/05/2021;1
DF;01/05/2021;1
DF;01/05/2021;1
DF;01/05/2021;1
ES;01/05/2021;1
ES;01/05/2021;1
ES;01/05/2021;1
GO;01/05/2021;1
MA;01/05/2021;1
MA;01/05/2021;1
MA;01/05/2021;1
MA;01/05/2021;1
MG;01/05/2021;1
MG;01/05/2021;1
MG;01/05/2021;2
MG;01/05/2021;1
MG;01/05/2021;1
MG;01/05/2021;1
MG;01/05/2021;1
MG;01/05/2021;1
MG;01/05/2021;1
MG;01/05/2021;1
MG;01/05/2021;2
MG;01/05/2021;1
MS;01/05/2021;1
MS;01/05/2021;1
MS;01/05/2021;3
MS;01/05/2021;1
MT;01/05/2021;1
