uf;data;vitimas
BA;01/05/2018;1
CE;01/05/2018;1
DF;01/05/2018;1
DF;01/05/2018;1
ES;01/05/2018;1
GO;01/05/2018;1
GO;01/05/2018;2
GO;01/05/2018;1
MA;01/05/2018;1
MA;01/05/2018;1
MA;01/05/2018;1
MA;01/05/2018;1
MG;01/05/2018;1
MG;01/05/2018;1
MG;01/05/2018;1
MG;01/05/2018;2
MG;01/05/2018;1
MG;01/05/2018;1
MG;01/05/2018;1
MG;01/05/2018;1
MG;01/05/2018;1
MG;01/05/2018;1
MG;01/05/2018;1
MG;01/05/2018;1
MS;01/05/2018;2
MS;01/05/2018;1
PA;01/05/2018;1
PA;01/05/2018;1
PA;01/05/2018;1
PA;01/05/2018;1
PB;01/05/2018;1
PB;01/05/2018;1
PE;01/05/2018;1
PE;01/05/2018;1
PE;01/05/2018;1
PE;01/05/2018;1
PE;01/05/2018;1
PE;01/05/2018;1
PI;01/05/2018;3
PR;01/05/2018;1
PR;01/05/2018;2
PR;01/05/2018;1
PR;01/05/2018;1
PR;01/05/2018;1
PR;01/05/2018;1
PR;01/05/2018;1
RJ;01/05/2018;1
RJ;01/05/2018;1
RJ;01/05/2018;1
RJ;01/05/2018;1
RJ;01/05/2018;1
RJ;01/05/2018;2
RN;01/05/2018;1
RN;01/05/2018;1
RS;01/05/2018;1
RS;01/05/2018;1
RS;01/05/2018;1
RS;01/05/2018;1
RS;01/05/2018;4
RS;01/05/2018;1
RS;01/05/2018;1
SC;01/05/2018;1
SC;01/05/2018;1
SC;01/05/2018;1
SP;01/05/2018;1
SP;01/05/2018;1
SP;01/05/2018;1
SP;01/05/2018;1
SP;01/05/2018;1
SP;01/05/2018;1
SP;01/05/2018;1
SP;01/05/2018;1
SP;01/05/2018;1
SP;01/05/2018;1
SP;01/05/2018;1
SP;01/05/2018;4
SP;01/05/2018;1
AC;01/06/2018;1
AC;01/06/2018;1
AL;01/06/2018;1
BA;01/06/2018;1
BA;01/06/2018;1
BA;01/06/2018;1
BA;01/06/2018;1
BA;01/06/2018;1
BA;01/06/2018;1
BA;01/06/2018;1
BA;01/06/2018;1
BA;01/06/2018;1
BA;01/06/2018;1
BA;01/06/2018;1
CE;01/06/2018;1
CE;01/06/2018;1
CE;01/06/2018;1
DF;01/06/2018;1
ES;01/06/2018;1
ES;01/06/2018;1
ES;01/06/2018;1
GO;01/06/2018;1
GO;01/06/2018;1
GO;01/06/2018;1
MA;01/06/2018;1
MA;01/06/2018;1
MA;01/06/2018;1
MA;01/06/2018;2
MG;01/06/2018;1
MG;01/06/2018;1
MG;01/06/2018;1
MG;01/06/2018;1
MG;01/06/2018;1
MG;01/06/2018;1
MS;01/06/2018;1
MS;01/06/2018;1
PA;01/06/2018;1
PA;01/06/2018;1
PA;01/06/2018;1
PA;01/06/2018;1
PB;01/06/2018;1
PB;01/06/2018;1
PB;01/06/2018;1
PE;01/06/2018;1
PE;01/06/2018;1
PE;01/06/2018;1
PE;01/06/2018;2
PE;01/06/2018;1
PE;01/06/2018;1
PE;01/06/2018;1
PE;01/06/2018;1
PI;01/06/2018;1
PI;01/06/2018;1
PI;01/06/2018;1
PI;01/06/2018;1
PI;01/06/2018;1
PI;01/06/2018;2
PR;01/06/2018;1
PR;01/06/2018;1
PR;01/06/2018;1
RJ;01/06/2018;1
RJ;01/06/2018;1
RJ;01/06/2018;1
RJ;01/06/2018;1
RN;01/06/2018;1
RN;01/06/2018;1
RS;01/06/2018;2
RS;01/06/2018;1
RS;01/06/2018;1
RS;01/06/2018;1
RS;01/06/2018;2
RS;01/06/2018;1
RS;01/06/2018;1
RS;01/06/2018;2
RS;01/06/2018;1
RS;01/06/2018;1
RS;01/06/2018;1
RS;01/06/2018;1
RS;01/06/2018;1
SC;01/06/2018;1
SC;01/06/2018;1
SP;01/06/2018;1
SP;01/06/2018;1
SP;01/06/2018;1
SP;01/06/2018;1
SP;01/06/2018;1
SP;01/06/2018;1
AC;01/07/2018;1
AL;01/07/2018;1
AM;01/07/2018;1
BA;01/07/2018;1
BA;01/07/2018;1
BA;01/07/2018;1
BA;01/07/2018;1
BA;01/07/2018;1
BA;01/07/2018;1
BA;01/07/2018;1
BA;01/07/2018;1
CE;01/07/2018;1
DF;01/07/2018;1
ES;01/07/2018;1
ES;01/07/2018;1
ES;01/07/2018;1
ES;01/07/2018;1
ES;01/07/2018;1
GO;01/07/2018;1
MA;01/07/2018;1
MG;01/07/2018;1
MG;01/07/2018;1
MG;01/07/2018;1
MG;01/07/2018;1
MG;01/07/2018;1
MG;01/07/2018;1
MG;01/07/2018;1
MG;01/07/2018;1
MG;01/07/2018;1
MG;01/07/2018;1
MG;01/07/2018;1
MG;01/07/2018;1
MS;01/07/2018;1
MS;01/07/2018;1
MS;01/07/2018;1
PA;01/07/2018;1
PA;01/07/2018;1
PA;01/07/2018;1
PA;01/07/2018;1
PA;01/07/2018;1
PA;01/07/2018;1
PB;01/07/2018;1
PB;01/07/2018;2
PE;01/07/2018;1
PE;01/07/2018;1
PE;01/07/2018;1
PE;01/07/2018;2
PE;01/07/2018;1
PE;01/07/2018;1
PI;01/07/2018;1
PR;01/07/2018;1
PR;01/07/2018;1
PR;01/07/2018;1
PR;01/07/2018;1
PR;01/07/2018;1
PR;01/07/2018;1
PR;01/07/2018;1
RJ;01/07/2018;1
RJ;01/07/2018;1
RJ;01/07/2018;1
RJ;01/07/2018;1
RJ;01/07/2018;1
RJ;01/07/2018;2
RJ;01/07/2018;1
RN;01/07/2018;1
RN;01/07/2018;1
RS;01/07/2018;1
RS;01/07/2018;1
RS;01/07/2018;1
RS;01/07/2018;1
RS;01/07/2018;2
RS;01/07/2018;1
RS;01/07/2018;1
SC;01/07/2018;1
SC;01/07/2018;1
SE;01/07/2018;1
SP;01/07/2018;1
SP;01/07/2018;1
SP;01/07/2018;2
SP;01/07/2018;1
SP;01/07/2018;1
SP;01/07/2018;1
SP;01/07/2018;1
SP;01/07/2018;1
SP;01/07/2018;1
SP;01/07/2018;1
SP;01/07/2018;3
SP;01/07/2018;1
SP;01/07/2018;1
AC;01/08/2018;1
AL;01/08/2018;1
AL;01/08/2018;1
AL;01/08/2018;1
AL;01/08/2018;1
AL;01/08/2018;1
AP;01/08/2018;1
BA;01/08/2018;1
BA;01/08/2018;1
BA;01/08/2018;1
CE;01/08/2018;1
CE;01/08/2018;1
CE;01/08/2018;1
CE;01/08/2018;1
DF;01/08/2018;1
DF;01/08/2018;1
DF;01/08/2018;1
DF;01/08/2018;1
ES;01/08/2018;1
GO;01/08/2018;1
GO;01/08/2018;1
GO;01/08/2018;1
MA;01/08/2018;1
MA;01/08/2018;1
MG;01/08/2018;1
MG;01/08/2018;1
MG;01/08/2018;1
MG;01/08/2018;2
MG;01/08/2018;1
MG;01/08/2018;1
MG;01/08/2018;2
MG;01/08/2018;1
MG;01/08/2018;1
MG;01/08/2018;1
MG;01/08/2018;1
MG;01/08/2018;1
MS;01/08/2018;1
PA;01/08/2018;1
PA;01/08/2018;1
PA;01/08/2018;1
PA;01/08/2018;1
PA;01/08/2018;1
PA;01/08/2018;1
PA;01/08/2018;1
PA;01/08/2018;1
PB;01/08/2018;1
PB;01/08/2018;1
PE;01/08/2018;1
PE;01/08/2018;1
PE;01/08/2018;1
PE;01/08/2018;1
PE;01/08/2018;2
PR;01/08/2018;1
PR;01/08/2018;2
RJ;01/08/2018;1
RJ;01/08/2018;1
RJ;01/08/2018;1
RJ;01/08/2018;1
RJ;01/08/2018;1
RN;01/08/2018;1
RS;01/08/2018;1
RS;01/08/2018;1
RS;01/08/2018;1
RS;01/08/2018;4
RS;01/08/2018;1
RS;01/08/2018;1
RS;01/08/2018;1
SC;01/08/2018;1
SC;01/08/2018;1
SE;01/08/2018;1
SP;01/08/2018;1
SP;01/08/2018;1
SP;01/08/2018;1
SP;01/08/2018;1
SP;01/08/2018;1
SP;01/08/2018;1
SP;01/08/2018;1
SP;01/08/2018;1
SP;01/08/2018;2
SP;01/08/2018;1
AC;01/09/2018;1
AM;01/09/2018;1
AM;01/09/2018;1
BA;01/09/2018;1
BA;01/09/2018;2
CE;01/09/2018;1
CE;01/09/2018;1
CE;01/09/2018;2
CE;01/09/2018;1
DF;01/09/2018;1
ES;01/09/2018;1
ES;01/09/2018;1
ES;01/09/2018;1
ES;01/09/2018;1
GO;01/09/2018;1
GO;01/09/2018;2
GO;01/09/2018;1
GO;01/09/2018;1
MA;01/09/2018;1
MA;01/09/2018;1
MA;01/09/2018;1
MA;01/09/2018;1
MA;01/09/2018;1
MA;01/09/2018;1
MA;01/09/2018;1
MG;01/09/2018;1
MG;01/09/2018;1
MG;01/09/2018;1
MG;01/09/2018;1
MG;01/09/2018;1
MG;01/09/2018;1
MG;01/09/2018;1
MG;01/09/2018;1
MG;01/09/2018;1
MG;01/09/2018;1
MG;01/09/2018;1
MG;01/09/2018;1
MG;01/09/2018;1
MG;01/09/2018;1
MG;01/09/2018;1
MG;01/09/2018;1
MG;01/09/2018;1
MG;01/09/2018;1
MG;01/09/2018;1
MG;01/09/2018;1
MS;01/09/2018;1
MS;01/09/2018;4
MS;01/09/2018;1
PA;01/09/2018;3
PA;01/09/2018;1
PA;01/09/2018;1
PA;01/09/2018;1
PA;01/09/2018;1
PA;01/09/2018;1
PA;01/09/2018;1
PA;01/09/2018;1
PB;01/09/2018;1
PB;01/09/2018;1
PE;01/09/2018;1
PE;01/09/2018;1
PE;01/09/2018;1
PE;01/09/2018;1
PE;01/09/2018;1
PE;01/09/2018;1
PI;01/09/2018;1
PR;01/09/2018;1
PR;01/09/2018;1
PR;01/09/2018;1
PR;01/09/2018;1
PR;01/09/2018;1
PR;01/09/2018;1
PR;01/09/2018;1
PR;01/09/2018;1
PR;01/09/2018;1
PR;01/09/2018;1
PR;01/09/2018;1
PR;01/09/2018;1
PR;01/09/2018;1
PR;01/09/2018;1
RJ;01/09/2018;1
RN;01/09/2018;2
RR;01/09/2018;2
RS;01/09/2018;1
RS;01/09/2018;1
RS;01/09/2018;3
RS;01/09/2018;1
RS;01/09/2018;1
RS;01/09/2018;1
RS;01/09/2018;1
RS;01/09/2018;1
RS;01/09/2018;2
SC;01/09/2018;1
SC;01/09/2018;1
SC;01/09/2018;1
SC;01/09/2018;1
SC;01/09/2018;1
SC;01/09/2018;1
SC;01/09/2018;1
SC;01/09/2018;1
SE;01/09/2018;1
SP;01/09/2018;2
SP;01/09/2018;1
SP;01/09/2018;1
SP;01/09/2018;1
SP;01/09/2018;1
SP;01/09/2018;1
SP;01/09/2018;4
AC;01/10/2018;1
AL;01/10/2018;1
AL;01/10/2018;1
AL;01/10/2018;1
AL;01/10/2018;1
AM;01/10/2018;1
BA;01/10/2018;1
BA;01/10/2018;1
BA;01/10/2018;1
BA;01/10/2018;1
BA;01/10/2018;1
BA;01/10/2018;1
BA;01/10/2018;1
CE;01/10/2018;1
CE;01/10/2018;1
CE;01/10/2018;1
DF;01/10/2018;1
DF;01/10/2018;1
DF;01/10/2018;2
ES;01/10/2018;1
ES;01/10/2018;2
ES;01/10/2018;1
GO;01/10/2018;1
GO;01/10/2018;1
GO;01/10/2018;1
GO;01/10/2018;1
GO;01/10/2018;1
GO;01/10/2018;1
GO;01/10/2018;1
GO;01/10/2018;1
GO;01/10/2018;1
MA;01/10/2018;1
MA;01/10/2018;1
MA;01/10/2018;1
MA;01/10/2018;1
MG;01/10/2018;2
MG;01/10/2018;1
MG;01/10/2018;1
MG;01/10/2018;1
MG;01/10/2018;1
MG;01/10/2018;3
MG;01/10/2018;1
MG;01/10/2018;1
MG;01/10/2018;1
MG;01/10/2018;1
MG;01/10/2018;1
MG;01/10/2018;1
MG;01/10/2018;1
MG;01/10/2018;1
MG;01/10/2018;1
PA;01/10/2018;2
PA;01/10/2018;1
PA;01/10/2018;1
PA;01/10/2018;1
PB;01/10/2018;1
PE;01/10/2018;1
PE;01/10/2018;1
PE;01/10/2018;1
PE;01/10/2018;3
PE;01/10/2018;1
PE;01/10/2018;2
PE;01/10/2018;1
PI;01/10/2018;1
PI;01/10/2018;1
PI;01/10/2018;1
PI;01/10/2018;1
PR;01/10/2018;1
PR;01/10/2018;1
RJ;01/10/2018;1
RJ;01/10/2018;3
RJ;01/10/2018;1
RN;01/10/2018;1
RN;01/10/2018;1
RN;01/10/2018;1
RN;01/10/2018;1
RS;01/10/2018;1
RS;01/10/2018;1
RS;01/10/2018;1
RS;01/10/2018;1
RS;01/10/2018;1
RS;01/10/2018;1
RS;01/10/2018;1
SC;01/10/2018;1
SC;01/10/2018;1
SP;01/10/2018;1
SP;01/10/2018;1
SP;01/10/2018;1
SP;01/10/2018;1
SP;01/10/2018;1
SP;01/10/2018;1
SP;01/10/2018;3
SP;01/10/2018;5
SP;01/10/2018;1
SP;01/10/2018;2
AL;01/11/2018;1
AL;01/11/2018;1
AL;01/11/2018;1
AP;01/11/2018;1
BA;01/11/2018;1
BA;01/11/2018;1
BA;01/11/2018;1
BA;01/11/2018;1
BA;01/11/2018;1
BA;01/11/2018;1
BA;01/11/2018;1
BA;01/11/2018;1
CE;01/11/2018;1
CE;01/11/2018;1
DF;01/11/2018;1
ES;01/11/2018;1
ES;01/11/2018;1
ES;01/11/2018;1
MA;01/11/2018;1
MA;01/11/2018;1
MG;01/11/2018;2
MG;01/11/2018;1
MG;01/11/2018;1
MG;01/11/2018;1
MG;01/11/2018;1
MG;01/11/2018;1
MG;01/11/2018;2
MG;01/11/2018;1
MG;01/11/2018;1
MG;01/11/2018;2
MG;01/11/2018;1
MG;01/11/2018;1
MG;01/11/2018;1
MG;01/11/2018;1
MG;01/11/2018;4
MG;01/11/2018;1
MS;01/11/2018;1
MS;01/11/2018;2
PA;01/11/2018;1
PA;01/11/2018;1
PA;01/11/2018;1
PA;01/11/2018;1
PA;01/11/2018;1
PB;01/11/2018;1
PB;01/11/2018;1
PE;01/11/2018;1
PE;01/11/2018;1
PE;01/11/2018;1
PE;01/11/2018;1
PE;01/11/2018;1
PR;01/11/2018;1
PR;01/11/2018;1
PR;01/11/2018;1
PR;01/11/2018;1
PR;01/11/2018;1
RJ;01/11/2018;1
RJ;01/11/2018;1
RJ;01/11/2018;4
RJ;01/11/2018;1
RN;01/11/2018;1
RN;01/11/2018;1
RN;01/11/2018;1
RN;01/11/2018;1
RN;01/11/2018;2
RN;01/11/2018;1
RS;01/11/2018;1
RS;01/11/2018;2
RS;01/11/2018;1
RS;01/11/2018;1
RS;01/11/2018;1
RS;01/11/2018;1
RS;01/11/2018;1
SC;01/11/2018;1
SC;01/11/2018;1
SE;01/11/2018;1
SP;01/11/2018;1
SP;01/11/2018;1
SP;01/11/2018;1
SP;01/11/2018;1
SP;01/11/2018;1
SP;01/11/2018;1
SP;01/11/2018;1
SP;01/11/2018;1
SP;01/11/2018;1
AC;01/12/2018;1
AC;01/12/2018;1
AL;01/12/2018;1
AL;01/12/2018;1
AL;01/12/2018;1
AP;01/12/2018;1
BA;01/12/2018;1
BA;01/12/2018;1
BA;01/12/2018;1
BA;01/12/2018;1
BA;01/12/2018;1
BA;01/12/2018;1
CE;01/12/2018;1
CE;01/12/2018;1
DF;01/12/2018;1
DF;01/12/2018;1
ES;01/12/2018;1
ES;01/12/2018;1
GO;01/12/2018;1
GO;01/12/2018;1
GO;01/12/2018;1
MA;01/12/2018;1
MA;01/12/2018;1
MA;01/12/2018;1
MA;01/12/2018;2
MG;01/12/2018;1
MG;01/12/2018;1
MG;01/12/2018;1
MG;01/12/2018;2
MG;01/12/2018;1
MG;01/12/2018;1
MG;01/12/2018;2
MG;01/12/2018;1
MS;01/12/2018;1
MS;01/12/2018;1
MS;01/12/2018;1
MS;01/12/2018;1
MS;01/12/2018;1
PA;01/12/2018;1
PA;01/12/2018;1
PA;01/12/2018;1
PA;01/12/2018;1
PA;01/12/2018;1
PB;01/12/2018;1
PB;01/12/2018;1
PE;01/12/2018;1
PE;01/12/2018;1
PE;01/12/2018;1
PE;01/12/2018;1
PE;01/12/2018;1
PI;01/12/2018;1
PR;01/12/2018;1
PR;01/12/2018;2
PR;01/12/2018;1
PR;01/12/2018;1
PR;01/12/2018;1
PR;01/12/2018;1
PR;01/12/2018;1
RJ;01/12/2018;1
RJ;01/12/2018;1
RJ;01/12/2018;4
RJ;01/12/2018;1
RJ;01/12/2018;1
RN;01/12/2018;1
RR;01/12/2018;2
RS;01/12/2018;1
RS;01/12/2018;2
RS;01/12/2018;1
RS;01/12/2018;1
RS;01/12/2018;1
RS;01/12/2018;1
RS;01/12/2018;1
RS;01/12/2018;1
RS;01/12/2018;3
RS;01/12/2018;1
RS;01/12/2018;1
RS;01/12/2018;1
RS;01/12/2018;1
SC;01/12/2018;1
SE;01/12/2018;1
SP;01/12/2018;1
SP;01/12/2018;1
SP;01/12/2018;2
SP;01/12/2018;1
SP;01/12/2018;1
SP;01/12/2018;1
SP;01/12/2018;1
SP;01/12/2018;1
SP;01/12/2018;1
SP;01/12/2018;3
SP;01/12/2018;1
SP;01/12/2018;1
